,gid,aid,fen,move,annotation
123,7,6,r1bq1rk1/1p1nbppp/3p4/3Pp3/P1N5/4B3/2P1BPPP/R2Q1RK1 b - -,c1e3,"Now I expect 16...f5 is expected 17. a5 f4 18. Bb6 Qe8 += Caruana is slightly better.
​We saw the same kind of stubborness from Kasparov, one of the greatest players ever, against Kramnik's Berlin. It did not work out so well. So I am really confused about what Carlsen is trying to prove?"
124,7,7,r1bq1rk1/1p1nb1pp/3p4/P2Pp3/2N2p2/4B3/2P1BPPP/R2Q1RK1 w - -,f5f4,"Just as expected. Now the Bishop will go to b6.  If Carlsen wins this match, I have to say that he is one brave ""hombre"" for his willingness (or stubborness) to take Caruana's deep home preparation head on without fear! So he is either really brave or really crazy! We will see in the next 3 games! 🤣"
125,7,8,r1b1qrk1/1p1nb1pp/1B1p4/P2Pp3/2N2p2/8/2P1BPPP/R2Q1RK1 w - -,d8e8," is the only logical move. 18...Nxb6 is not as good. 🤣
Some players, like me, prefer to go around the brick wall in front of them, while others, like Carlsen, like to punch a hole through it. Power to him! That is why most guys do not have long nails :)
​One of the drawbacks for Caruana is because he is so well prepared, and covered so many lines, it is hard to remember everything. This is why sometimes you see a long pause to try to recall the analysis. 🤔♟️This happens to all GMs from time to time. Hard to remember everything!"
126,7,9,r1b1qrk1/1p1nb1pp/1B1p4/P2Pp3/2N2p2/R7/2P1BPPP/3Q1RK1 b - -,a1a3,This is so unexpected! Now Carlsen can try 19...Qg6 followed by Nf6 threatening e4 then Kingside attack!
127,7,10,r1b2rk1/1p1nb1pp/1B1p2q1/P2Pp3/2N2p2/R7/2P1BPPP/3Q1RK1 w - -,e8g6,"Carlsen is cautiously playing this move. He is thinking to himself what is the trick? Why is Caruana allowing me counter-attacking opportunity?
Well, the plan for Carlsen is pretty clear. The idea is Nf6, e4, and trying to do something on the Kingside. I am not sure what is Caruana's plan with 19. Ra3, especially when there are no square for the Rook in the Kingside. That was a curious move for me. I guess we just have to sit back and see."
128,7,11,r1b2rk1/1pBnb1pp/3p2q1/P2Pp3/2N2p2/R7/2P1BPPP/3Q1RK1 b - -,b6c7,"There is a very interesting idea which may prove to be problematic for Caruana! 20...b5! 21. axb6 Rxa3 22. Nxa3 Nc5 Black will have a very strong attack with Bh3 coming!  If Carlsen plays 20...b5 and win, it may go down as one of the bravest and most daring moves in World Championship history. But if it does not work, he will have to move from Norway to Sweden or something."
129,7,12,r1b2rk1/1pBnb1pp/3p2q1/P2P4/2N1pp2/R7/2P1BPPP/3Q1RK1 w - -,e5e4,This is good too. I guess Carlsen is not as crazy as me.
130,7,13,r1b2rk1/1pBnb1pp/3p2q1/P2P4/2N1pp2/R7/2P1BPPP/3Q1R1K b - -,g1h1,"This is a very important move, to get the King away from the potential pin on the g file.
Sorry for my sense of humor! Sometimes my Hungarian humor is hard to understand! :)"
131,7,14,r1b2rk1/2Bnb1pp/3p2q1/Pp1P4/2N1pp2/R7/2P1BPPP/3Q1R1K w - b6,b7b5,"Now if 22. Nb6 Nxb6 23. Bxb6 b4 24. Rb3 Bf6 and we have a very dynamic game.
I still think 20...b5 would be a bit stronger because the White King would still be on g1 with the potential pin threat of the g file. But one move later is still better than sitting and waiting.
If 22. axb6? then Rxa3 23. Nxa3 f3! And Black is cruising along and a big ooops for white!
So I think 22. Nb6 is the only decent option for Caruana here."
132,7,15,r1b2rk1/4b1pp/1B1p2q1/Pp1P4/4pp2/R7/2P1BPPP/3Q1R1K b - -,c7b6,Now 23...b4 24. Rb3 Bf6 as I pointed out earlier will give Carlsen excellent play. Oh oh! Carlsen blundered!
133,7,16,r1b2rk1/4b1pp/1B1p4/Pp1P2q1/4pp2/R7/2P1BPPP/3Q1R1K w - -,g6g5,"giving up the b5 pawn is too premature and it does not work. White can simply take it, followed by Re1 to clear the f1 square for the Bishop to retreat to defend g2 pawn. Black has nothing. Oooops!
All Norwegian fans are praying that Caruana will not take the bluff and not play Bxb5! 🤔♟️
​I can understand Caruana's cautiousness before taking. He does not know if Carlsen has something up his sleeves or not. It does look scary with the Kingside attack, but a pawn is a pawn. It is NOT over as Black still has plenty of play left. Maybe too scary for Caruana to take?🤔
Caruana took the bluff and not take on b5**. "
134,7,17,r1b2rk1/4b1pp/1B1p4/Pp1P2q1/4pp2/R5P1/2P1BP1P/3Q1R1K b - -,g2g3,"So now we know that Carlsen is also a poker master, since he publicly said he likes playing poker with his friends! This is the most crucial game so far for both players. It can go either way, and a loss by either may be very costly. The biggest problem for both Carlsen and Caruana is the clock in a very complicated position. So we may see things decided by time pressure! ♟️Hang on to your seats!
Carlsen should not allow Bxb5 again. So b4 is important!"
135,7,18,r1b2rk1/4b1pp/1B1p4/P2P2q1/1p2pp2/R5P1/2P1BP1P/3Q1R1K w - -,b5b4,"I want to differentiate the merit of the position versus the practical aspect of the position. While technically White ""may"" be OK, in reality, it is very difficult to play as white because of the strong Kingside attack. Because of this, Carlsen may have better chances.
But of course with little time, either player can make horrific blunders. So very far from finality! Very exciting for the fans though! 👏
I did not like 24. g3 at all. It creates all sorts of problems for Caruana. It allows multiple threats such as f3 and Bh3. Black eventually can bring the Rook to f6 then h6. Too many problems! Too hard to fend off everything!
This is why I tried to explain and many fans simply refuse to believe. When players are in immense pressure, they start to see things that are not there. Nerves can play tricks in humans' minds. If Caruana is playing a 2000 player, he would not hesitate to capture on b5."
136,7,19,r4rk1/4b1pp/1B1p4/P2P2q1/1p2p3/1R3pPb/2P1BP1P/3Q2RK w - -,f4f3,"White is still OK, but it does look scary. Caruana is defending very well so far. He is one tough cookie! 😆"
137,8,0,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq d3,d2d4,No more Rossolimo!
138,8,1,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq e6,e7e5,Magnus chose the famous Sveshnikov variation of the Sicilian! 
139,8,2,r1bqkb1r/pp3ppp/2np1n2/1N1Np3/4P3/8/PPP2PPP/R1BQKB1R b KQkq -,c3d5,"The 7.Bg5 line is most popular, but this is interesting with significant theory behind it "
140,8,3,rnbqkb1r/pp3ppp/3p4/1N1Pp3/8/8/PPP2PPP/R1BQKB1R w KQkq -,c6b8,Another option like 8...Ne7 is OK. They are cranking out moves like they are late for dinner!
141,8,4,rnbqkb1r/pp3ppp/3p4/1N1Pp3/P7/8/1PP2PPP/R1BQKB1R b KQkq a3,a2a4,"The old main line was 9.c4 (which I faced multiple times as black back in 1980s), but this is the more modern way to play."
142,8,5,r1bq1rk1/pp1nbppp/3p4/1N1Pp3/P7/8/1PPBBPPP/R2Q1RK1 b - -,c1d2,"This is a fresh idea compared to the often tried 12.Kh1 or 12.a5. I have only four games in my database with 12. Bd2, all played with the past year. White did well 2 wins and 2 draws. Because this is a relatively new move, Carlsen immediately took his time.  "
143,8,6,r1bq1rk1/pp1nb1pp/3p4/PN1Ppp2/8/8/1PPBBPPP/R2Q1RK1 b - -,a4a5,"There is only game that has reached this position: [Event ""Mitropa Cup 2018""]
[Date ""2018.06.03""]
[Round ""4.1""]
[White ""Huschenbeth, N.""]
[Black ""Hracek, Z.""]
[Result ""1/2-1/2""]
[ECO ""B33""]
[WhiteElo ""2571""]
[BlackElo ""2582""] 
13 a5 Nf6 14. Be3 Bd7 15. Nxa7 f4 16. Bb6 Qe8 17. f3 Bd8 18. c4 Bxb6+ 19. axb6 Qd8 20. Qb3 Nh5 21. c5 dxc5 22. Nc6 Qf6 23. Ra7 Ng3 24. Re1 Nxe2+ 25. Rxe2 bxc6 26. Rxa8 Rxa8 1/2-1/2
​Once again, Caruana and his team are very well prepared! "
144,8,7,r1bq1rk1/1p1nb1pp/p2p4/P2Ppp2/8/N7/1PPBBPPP/R2Q1RK1 b - -,b5a3,White is eyeing the b6 square at one point.
145,8,8,r1bq1rk1/1p1nb1pp/p2p4/P2P1p2/4p3/N7/1PPBBPPP/R2Q1RK1 w - -,e5e4,"Both sides came to play today. To Carlsen's credit, not many choose Sicilian as he main weapon in recent world championships. But Caruana is too sound with his opening preparation. So it will be interesting how this game will turn out."
146,8,9,1rbq1rk1/1p2b1pp/pN1p4/P2Pnp2/8/5B2/1PPB2PP/R2Q1RK1 b - -,e2f3,"The biggest problem for Carlsen is he is really the underdog. He is not only playing against Caruana alone. He is also playing against Caruana's team of seconds, Stockfish and Super Computers. From the time on the clock, it seems that Caruana is still in his element.
While Black is objectively OK here, in reality, Carlsen is in real pressure. He has no idea what else Caruana had cooked up at home. So he is trying to figure things out over the board knowing one mistake can cost him the World Championship title. Carlsen's struggle is real! One thing that really surprises me is why so many players insisting on repeating the same opening choice over & over again in World Championship matches. We saw how that worked out with Kasparov versus Kramnik as well as other matches. This plays into opponents' preparation advantage. Why not mix things up?"
147,8,10,1rbq1rk1/1p2b2p/pN1p4/P2Pnpp1/2P5/5B2/1P1B2PP/R2Q1RK1 b - c3,c2c4,"The biggest problem here is this is not Carlsen's style. Can he do it? Yes. But that is not the strongest area of his game. But this plays right into Caruana's wheel house. This is why home preparation does matter!
I already read some online comments of how arrogant Carlsen is for playing 1...c5 for 4 games in a row. I am not sure if I would go that far, but it is questionable to allow your opponent to simply uncorking home preparation at will is either very brave or very crazy!
If Carlsen wins, people will say he is a genius for allowing this. If he loses, people will question his stubborness. What is your opinion?  "
148,8,11,1rbq1rk1/1p2b2p/pN1p4/P2Pn1p1/2P2p2/5B2/1P1B2PP/R2Q1RK1 w - -,f5f4,"On the surface, things look ""dangerous"" for Carlsen because his Kingside is exposed. We will see how he plans to address it. 20. Bc3 is logical."
149,8,12,1rbq1rk1/1p2b2p/pN1p4/P2Pn1p1/2P2p2/2B2B2/1P4PP/R2Q1RK1 b - -,d2c3,"Carlsen can try to put his Bishops on f5 and f6 to somewhat shield his King and consolidate. But white is still doing good, especially because this type of position/this style favors Caruana.
Same as in tennis. Can Nadal, Djokovic, Connors and Borg...serve nd volley? Yes, but their strength is at baseline. Can McEnroe, Edberg, and Becker...win at the baseline? On some points, yes, but strength is at the net. Just as in this game. Carlsen can play sharp stuff but it is not his strength.
After spending a lot of time, Carlsen played my suggested idea"
150,8,13,1r1q1rk1/1p2b2p/pN1p4/P2Pnbp1/2P2p2/2B2B2/1P4PP/R2Q1RK1 w - -,c8f5,"The problem is now White can play 21 c5 right away. Something like this could be annoying for black: 21. c5 Bf6 22. c6 Qc7 23. Rc1 Carlsen cannot possibly be pleased with his position. 
Or 21. c5 Nxf3+ 22. Qxf3 dxc5 23. Rae1 with a strong advantage.
Caruana did it! "
151,8,14,1r1q1rk1/1p2b2p/pN6/P1pP1bp1/5p2/2B2Q2/1P4PP/R4RK1 w - -,d6c5,Now 23. Rae1 with big advantage! I think we may have a winner and new world #1 today! This is the best practical chance for Caruana in this match so far! 
152,8,15,1r1q1rk1/1p5p/pN1b4/P1pP1bp1/5p2/2B2Q2/1P4PP/3R1RK1 w - -,e7d6,"Carlsen has 2 big problems: 1) White's d pawn and 2) The weak a1-h8 diagonal!  I personally prefer 23. Rae1 and not Rad1. I think it is more forceful. But White is still considerably better here. Just my preference 
The one hope for Carlsen is this is a very concrete position tactically. So one slight inaccuracy can let the opponent back in the game. This is what Carlsen is hoping for because with accurate play, I think it is finito!
And "
153,8,16,1r1q1rk1/1p5p/pN1b4/P1pP1bp1/5p2/2B2Q1P/1P4P1/3R1RK1 b - -,h2h3,is inaccurate. 24. Nc4 is much stronger. White has no time to be laid back. Nc4 stops the Queen from getting to the Kingside for support. Now Carlsen has a new lifeline!
154,8,17,1r2qrk1/1p5p/pN1b4/P1pP1bp1/5p2/2B2Q1P/1P4P1/3R1RK1 w - -,d8e8,"After playing 24. h3 too quickly to allow 24...Qe8 and let Black into the game, now Caruana is thinking. The problem is this Golden opportunity may be gone. White has compensation but down a pawn and Black has Bishop pair. Now"
155,8,18,1r2qrk1/1p5p/p2b4/P1pP1bp1/2N2p2/2B2Q1P/1P4P1/3R1RK1 b - -,b6c4,but it does not have the same sting.
156,8,19,1r3rk1/1p5p/p2q4/P1pP1bp1/5p1P/2B2Q2/1P4P1/3R1RK1 b - -,h3h4,"With Bishops opposite colors, the game will likely head to another draw. White is still slightly better in spite of being a pawn down because of Black's King safety issue and pawn structure. But this is more likely to head into a draw then before when Caruana could have dominated to potentially bring home a full point!
Carlsen can play "
157,9,0,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -,e7e6,Smart move!
158,9,1,rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq -,c1f4,So far as in Game 2
159,9,2,rnbq1rk1/pp3ppp/4pn2/2bp4/2P2B2/2N1PN2/PPQ2PPP/R3KB1R b KQ -,d1c2,still as Game 2
160,9,3,r1b2rk1/pp3ppp/2n1pn2/q1bp4/2P2B2/P1N1P3/1PQN1PPP/R3KB1R b KQ -,f3d2,The first deviation from Game 2 where Magnus played 10.Rd1. Most common responses are 10...Be7 or 10...Bb4 But Caruana instantly responded with
161,9,4,r1bq1rk1/pp3ppp/2n1pn2/2bp4/2P2B2/P1N1P3/1PQN1PPP/R3KB1R w KQ -,a5d8,"It is a less popular move than 10...Be7 or 10...Bb4, but it clearly aims to prevent potential forks with b2-b4 or Nd2-b3. 
​Most likely Magnus and his team focused their preparation on the more popular responses to 10.Nd2, so maybe after the rarely seen 10...Qd8 he is out of his ""book"" at this point and is taking his time."
162,9,5,r1bq1rk1/pp3ppp/2n1pn2/2bp4/2P2B2/PNN1P3/1PQ2PPP/R3KB1R b KQ -,d2b3,It is logical. If White would have made a quiet developing move such as 11.Be2 Black would get the initiative after 11...d4. 
163,9,6,r1bq1rk1/pp3ppp/1bn1pn2/3p4/2P2B2/PNN1P3/1PQ2PPP/R3KB1R w KQ -,c5b6,"In my database, 11...Be7 12.Rd1, White went 6-0! So it is a smart move for Caruana to find a different option. 11...Bb6 a new move according to the database. 
Some are wondering why players do not analyze everything. The answer is simple. It is physically impossible to analyze everything & especially memorize everything! Neither player knows what the opponent will play. So it is the job of the players and their seconds to guess wisely!"
164,9,7,r1bq1rk1/pp3ppp/1bn1pn2/3p4/2P2B2/PNN1P3/1PQ1BPPP/R3K2R b KQ -,f1e2,"Another logical development to prepare 0-0. This opening choice is much more suitable for Carlsen, a big improvement over game 6. White is slightly better because of the backward Bishop on c8. Now let's see how he can take advantage of this. There are a lot of attractions from the non-traditional chess fans for this World Championship. My twitter commentary had around 533,000 twitter impression during game 6. People are intrigued because these 2 are quite different in every way."
165,9,8,r1b2rk1/pp2qppp/1bn1pn2/3p4/2P2B2/PNN1P3/1PQ1BPPP/R3K2R w KQ -,d8e7,"Just clearing the d8 square potentially for the Rook. Carlsen's team has to be very excited as he has obtained a ""normal"" position that is not in the Caruana's wheelhouse. They believe Carlsen is superior in the middlegame phase if he does not have to face against super software and super hardware behind Caruana's home prep."
166,9,9,r1b2rk1/pp2qppp/1bn1pn2/3p2B1/2P5/PNN1P3/1PQ1BPPP/R3K2R b KQ -,f4g5,"I personally do not like this move. Very strange. I prefer 13. Rd1 or 13. 0-0. White is fine, it is not a blunder, but I prefer other choices. It is encouraging psychologically for Carlsen when Caruana has to think. This is exactly Carlsen wants to see. He is not afraid of Caruana. He is just afraid of Caruana's notorious and lethal home preparation! 
​This is precisely why Bobby Fischer advocated for Fischer Random so there would be no 60-move deep opening analysis. This is why Bobby and I spent countless hours working on and perfecting all the Fischer Random rules people play with today.
After thinking for a long time, Caruana played "
167,9,10,r1b2rk1/pp2qppp/1bn1pn2/6B1/2p5/PNN1P3/1PQ1BPPP/R3K2R w KQ -,d5c4,Now I like 14. Nd2 to capture the c4 pawn with the Knight.
168,9,11,r1b2rk1/pp2qppp/1bn1pn2/6B1/2p5/P1N1P3/1PQNBPPP/R3K2R b KQ -,b3d2,"Carlsen agreed with this move choice. The Knight is more suited on c4 than b3. 
Now Caruana needs to play 14...Ne5. He needs to be precise and not so passive, especially with his Bishop sitting on c8. Even though white is only slightly better, it is much easier to play white in this position. Caruana did indeed play"
169,9,12,r1b2rk1/pp2qppp/1b2pn2/4n1B1/2p5/P1N1P3/1PQNBPPP/R3K2R w KQ -,c6e5,"It is important to understand that if you have a cramp position, it is good to trade pieces to open up squares. Therefore, eventually if white plays Nc4, black can at least trade the Knights and the c6 square freed up for the c8 Bishop."
170,9,13,r4rk1/pp1bqppp/1b2pn2/4n1B1/2p5/P1N1P3/1PQNBPPP/R4RK1 w - -,c8d7,"Now Caruana is trying to bring his last undeveloped Bishop out. Both players are just making logical moves. Amateur players can learn a lot from this. Make sure pieces are developed, King is safe, control the center, etc. Simple chess rules! "
171,9,14,r4rk1/pp1bqppp/1b2pn2/4n3/2p2B2/P1N1P3/1PQNBPPP/R4RK1 b - -,g5f4,"Carlsen is following another rule of chess. If you have space advantage and your opponent's position is more cramped, do not trade pieces to maintain advantage. So Carlsen chases the Knight away so he can capture on c4 without any exchange of pieces."
172,9,15,r2r2k1/ppb1qppp/2b1pnn1/8/2N5/P1N1P1B1/1PQ1BPPP/R2R2K1 w - -,f8d8,"Now pieces are developed for both sides. Symmetrical pawn structure. This will be a long middlegame struggle with very little chance for advantage. For most, it would be a disappointment to get so little out of white, normal for Carlsen.
The strategy for this game is like Nadal v Djokovic at French Open Tennis. They are just going to sit back on the baseline and play out long long long baseline rallies. So if you want fast pace action, watch Wimbledon "
173,9,16,6k1/ppb1qppp/2b1p1n1/3n4/2N5/P1N1P1B1/1P2BPPP/3Q2K1 w - -,f6d5,Pieces coming off the board. This game is heading for a slow draw. 
174,9,17,6k1/pp1q1ppp/2b1p1n1/8/2N5/P1Q1P1P1/1P2BPP1/6K1 w - -,e7d7,Caruana is trading everything he can. He is telling Carlsen to prove his endgame skill. No GM in this level should lose in such a position. So I expect Caruana to go i nto game 8 tomorrow with the score 3.5 - 3.5.
175,9,18,6k1/p2q1ppp/1pb1p1n1/8/2N5/P1QBP1P1/1P3PP1/6K1 w - -,b7b6,"Well, Carlsen can try f3, Kf2 and eventually Ne5. He can slowly try to do something, but 99.999999% the game will end in a draw."
176,9,19,6k1/pb1q1pp1/1p2p1p1/8/2N1P3/P1Q2PP1/1P4P1/6K1 b - -,e3e4,"Carlsen will now work toward trading Queens. That would result in Knight v Bishop endgame, a slight imbalance."
177,10,0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3,e2e4,"3 rating points apart, who will win the championship and therefore the million dollars? Find out in a few days!"
178,10,1,r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,f1b5,Same start as game 1 AND 3.
179,10,2,r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,g7g6,Fancietto 
180,10,3,r1bqk1nr/pp1pppbp/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,f8g7,g7.
181,10,4,r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/4P3/5N2/PPPP1PPP/RNBQR1K1 w kq e6,e7e5,Centralising
182,10,5,r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/1P2P3/5N2/P1PP1PPP/RNBQR1K1 b kq b3,b2b4,Almost useless sacrifice.
183,10,6,2bqk1nr/1p3pbp/3p2p1/1pp1p3/1P2P3/5N2/2PP1PPP/BN1QR1K1 w k -,d7d6,Preventing doubled pawns. I like 10...cxb4 since it gains material
184,10,7,2bqk2r/1p2npbp/3p2p1/1pP1p3/4P3/5N2/2PP1PPP/BN1QR1K1 w k -,g8e7,Hmm?
185,10,8,4k2r/1p2npbp/3Pb1p1/q3p3/1pQ1P3/5N2/2PP1PPP/BN2R1K1 w k -,c8e6,Counterplay.
186,10,9,4k2r/1pP1npbp/4b1p1/4p3/1p2P3/5N2/2PP1PPP/BN2R1K1 b k -,d6c7,On the brink of promotion.
187,10,10,4k2r/1pP2pbp/2n1b1p1/4p3/1p2P3/5N2/2PP1PPP/BN2R1K1 w k -,e7c6,Ooh
188,10,11,r7/1pk2pbp/2n1b1p1/4p3/1P2P3/2BP1N2/5PPP/1N2R1K1 b - -,d2d3,Carlsen having trouble. Cauana’s position is better
189,10,12,r7/1p3pbp/1kn1b1p1/4p3/1P2P3/2BP1N2/5PPP/1N2R1K1 w - -,c7b6,Centralising king...
190,10,13,3r4/1p3pbp/1kn1b1p1/4p3/1P2P3/3P1N2/3B1PPP/1N2R1K1 w - -,a8d8,Attack!!!!
191,10,14,3r4/1p3pbp/1kn1b1p1/4p3/1P2P3/3PBN2/5PPP/1N2R1K1 b - -,d2e3,Series of checks
192,10,15,3r4/1p3pbp/2n1b1p1/1k2p3/1P2P3/2NPBN2/5PPP/4R1K1 b - -,b1c3,"I woul’ve gone 23. Bc5, but I like checks!"
193,10,16,8/1p3pbp/2n3p1/3rp3/1k6/3PBN2/5PPP/4R1K1 w - -,d8d5,Yay Magnus! +1
194,10,17,8/1R3pbp/2n3p1/3rp3/8/2kPBN2/5PPP/6K1 b - -,b1b7,Nope
195,10,18,3n4/1R3pbp/6p1/3rp3/8/2kPBN2/5PPP/6K1 w - -,c6d8,Huh? I would’ve gained material and tempo by 27... Rxd3
196,10,19,8/5Rb1/6p1/3rpk1p/8/4B2P/5PP1/5K2 b - -,c7f7,Check
197,11,0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,f1b5,Ruy Lopez.
198,11,1,r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,b5c6,"The exchange is far less popular than Ba4, but I like it because it doubles black's pawns."
199,11,2,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,d7c6,Alekhine Variation of the Ruy Lopez.  Castling or Nc3 are white's best responses here.  Pd3 appears to yield black an advantage.
200,11,3,1rb2rk1/5pp1/p1pb1q1p/4p3/1p2P3/3PBN1P/1PP1QPPK/3RR3 b - -,g1h2,I like d4 here.  Not sure what moving the king does.
201,11,4,1rb2rk1/5pp1/2pb1q1p/p7/1p1pP3/4BN1P/1PP1QPP1/3RR1K1 b - -,h2g1,"Right, d3 cannot be played after kh2 for this reason.  White drops a bishop."
202,11,5,3r1rk1/5pp1/bQpb1q1p/p7/1p2P3/1P3N1P/2P2PP1/3RR1K1 b - -,e3b6,Three undefended pieces are attacked by this one move.
203,11,6,1r3rk1/5pp1/3b3p/Qbp1q3/1p1NP3/1P4PP/2P2P2/3RR1K1 w - -,c6c5,"Black withdraws support of his white bishop.  Nxb5 puts white up a pawn, while threatening Bd6."
